path,split,group,attention,person,workspace,phone,gaze,note,pack_label
train/uncertain/main_uncertain_d9bdc0a97b7a.jpg,eval,img_0420678c9bfb,focused,face_or_body,True,none,work,Person seated at desk facing computer monitor.,uncertain
eval/distracted/distracted_365.jpg,eval,img_0438211cc919,phone,face_or_body,True,in_use,phone,Student looking at phone while holding pen.,distracted
train/away/away_p8423439.jpg,train,img_04763256477b,,none,False,none,unclear,Empty classroom with no people visible.,away
train/at_desk/main_at_desk_844237659901.jpg,train,img_048e38ba5c47,,face_or_body,False,none,elsewhere,Man speaking into microphone to seated audience.,at_desk
train/distracted/distracted_408.jpg,train,img_04b456fd033a,phone,hands_only,True,in_use,phone,Person holding phone and credit card at a desk.,distracted
train/away/main_away_3346de9ac260.jpg,train,img_04b8ed6e5a3f,,face_or_body,False,none,elsewhere,Woman holding baby in vintage illustration; no desk or study materials visible.,away
train/away/away_p6177568.jpg,train,img_04daae79a857,,none,True,none,unclear,Empty desk setup with no person visible to judge.,away
train/away/away_008.jpg,train,img_052b5d8c5886,,none,False,none,unclear,No person visible in the image.,away
train/away/fixture_empty.jpg,train,img_052b5d8c5886,,none,False,none,unclear,"Empty room, no person visible to judge.",away
train/distracted/distracted_352.jpg,train,img_0539d44602f7,,none,False,none,unclear,"Image shows banana leaves, no person or workspace visible.",distracted
train/at_desk/main_at_desk_3fdd2dab87e2.jpg,train,img_0553c187166f,phone,face_or_body,True,in_use,unclear,"Torso visible, holding landline receiver, typing on laptop, face unseen.",at_desk
train/at_desk/main_at_desk_c1c31d6678c0.jpg,train,img_0558ccebb19b,,none,True,none,unclear,"Audio equipment and laptop visible, no person present.",at_desk
eval/distracted/distracted_113.jpg,eval,img_05636f3fcde2,phone,hands_only,True,in_use,phone,"Hands holding phone over laptop, screen is on.",distracted
train/at_desk/at_desk_002.jpg,train,img_0588f9000310,,hands_only,True,none,work,"Hands writing in notebook, workspace with monitor.",at_desk
train/at_desk/main_at_desk_40ee0e7bdd94.jpg,train,img_0588f9000310,,hands_only,True,none,work,"Student writing in notebook, monitor shows video call.",at_desk
train/uncertain/uncertain_syn_fog.jpg,train,img_0588f9000310,,hands_only,True,none,work,"Hands writing on paper, monitor visible but no face.",uncertain
train/distracted/distracted_227.jpg,train,img_05a67d3681e4,phone,hands_only,True,in_use,phone,"Student holding phone, screen active, clearly using it.",distracted
train/at_desk/at_desk_p5537940.jpg,train,img_05a894e6a79c,,hands_only,True,none,work,Person writing in notebook with laptop nearby.,at_desk
eval/distracted/distracted_367.jpg,eval,img_05edb55918f8,phone,face_or_body,True,in_use,phone,"Student is standing and looking at phone, not working.",distracted
train/distracted/distracted_084.jpg,train,img_060a3e3a16f5,phone,face_or_body,True,in_use,phone,Person is looking at a smartphone held in hands.,distracted
train/away/away_p6968164.jpg,train,img_060a59aa7507,,none,True,none,unclear,"Laptop on desk, no person visible.",away
train/away/rafast_chair_00080.jpg,train,img_062290164daa,,none,False,none,unclear,No person is visible in the image.,away
train/uncertain/main_uncertain_13d18f856175.jpg,train,img_0648be32a409,unfocused,face_or_body,True,none,elsewhere,Very dark; person at desk looking away at standing person.,uncertain
train/uncertain/main_uncertain_636a63ff3520.jpg,train,img_0648be32a409,,face_or_body,True,none,unclear,Image is extremely dark; difficult to discern details or attention.,uncertain
train/uncertain/main_uncertain_7a77f995f83f.jpg,train,img_0648be32a409,unfocused,face_or_body,True,none,elsewhere,Dark office scene; person at desk appears to be interacting with another person.,uncertain
train/uncertain/main_uncertain_861b7ba18572.jpg,train,img_0648be32a409,,face_or_body,True,none,unclear,Extremely dark image with multiple people; gaze and focus cannot be determined.,uncertain
train/uncertain/main_uncertain_b1a4210c3ef3.jpg,train,img_0648be32a409,,face_or_body,True,none,unclear,"Very dark image; person at desk, attention unclear due to lighting.",uncertain
train/distracted/distracted_330.jpg,train,img_0657e2da0c98,phone,face_or_body,True,in_use,work,Student on phone but writing in notebook.,distracted
train/at_desk/at_desk_001.jpg,train,img_068a583d6e38,focused,face_or_body,True,idle,work,Student typing on laptop with open books nearby.,at_desk
train/at_desk/main_at_desk_b6778f7af682.jpg,train,img_068a583d6e38,focused,face_or_body,True,idle,work,Student typing on laptop with phone idle nearby.,at_desk
train/uncertain/uncertain_syn_soft_blur.jpg,train,img_068a583d6e38,,face_or_body,True,none,unclear,"Image is extremely blurred, preventing determination of attention or device usage.",uncertain
train/away/away_p37790427.jpg,train,img_06eba15794b6,,none,True,none,unclear,Empty classroom with desks and books; no person present.,away
eval/at_desk/at_desk_p1181676.jpg,eval,img_0776ef1bd0c3,focused,face_or_body,True,none,work,Student is focused on laptop screen while wearing headphones.,at_desk
train/distracted/main_distracted_4096e2553b13.jpg,eval,img_0776ef1bd0c3,focused,face_or_body,True,none,work,Person is looking at computer monitors while wearing headphones.,distracted
eval/uncertain/main_uncertain_01c21c160e9f.jpg,eval,img_078115ed4b72,,face_or_body,False,none,unclear,Image extremely pixelated; person visible but details indiscernible.,uncertain
eval/uncertain/main_uncertain_0c88ca3271a3.jpg,eval,img_078115ed4b72,,face_or_body,True,none,unclear,Image is extremely blurry; figures and actions are indistinct.,uncertain
eval/uncertain/main_uncertain_3b1f7e7c3807.jpg,eval,img_078115ed4b72,,face_or_body,True,none,unclear,Severe blur obscures gaze and objects; figures at desks indistinguishable.,uncertain
eval/uncertain/main_uncertain_6c72081f8e4b.jpg,eval,img_078115ed4b72,focused,face_or_body,True,none,work,Person seated at desk facing computer monitor.,uncertain
eval/uncertain/main_uncertain_867f43661469.jpg,eval,img_078115ed4b72,,face_or_body,True,none,unclear,Extremely blurred image; person and workspace visible but attention indiscernible.,uncertain
eval/uncertain/main_uncertain_ea7260f7be30.jpg,eval,img_078115ed4b72,focused,face_or_body,True,none,work,Student seated at desk facing computer monitor.,uncertain
train/uncertain/main_uncertain_0095a9973885.jpg,eval,img_078115ed4b72,focused,face_or_body,True,none,work,Person sits at desk facing computer monitor in a very dark room.,uncertain
train/uncertain/main_uncertain_0565e66c4b29.jpg,eval,img_078115ed4b72,,face_or_body,False,none,elsewhere,"Extremely dark room; person standing at wall, away from desk.",uncertain
train/uncertain/main_uncertain_3429469c6bb4.jpg,eval,img_078115ed4b72,,face_or_body,True,none,unclear,Image too blurry to determine attention or phone use; person and desk visible.,uncertain
train/uncertain/main_uncertain_37431dbea5ff.jpg,eval,img_078115ed4b72,focused,face_or_body,True,none,work,Person sitting at desk facing computer monitor.,uncertain
train/uncertain/main_uncertain_431fc9e0b428.jpg,eval,img_078115ed4b72,focused,face_or_body,True,none,work,Very dark image; person seated at desk facing monitor.,uncertain
train/uncertain/main_uncertain_48ccdfa24dd0.jpg,eval,img_078115ed4b72,,face_or_body,True,none,unclear,Severe pixelation prevents identification of specific devices or gaze.,uncertain
train/uncertain/main_uncertain_5144b235cf5c.jpg,eval,img_078115ed4b72,focused,face_or_body,True,none,work,Person seated at desk facing monitor in very dark room.,uncertain
train/uncertain/main_uncertain_5712dcde740f.jpg,eval,img_078115ed4b72,,none,False,none,unclear,"Image too pixelated to identify person, workspace, or attention.",uncertain
train/uncertain/main_uncertain_57c1ad2efa43.jpg,eval,img_078115ed4b72,,face_or_body,True,none,unclear,Image is extremely dark; bodies visible but attention indeterminable.,uncertain
train/uncertain/main_uncertain_64a16ce0d612.jpg,eval,img_078115ed4b72,,face_or_body,True,none,unclear,Image too pixelated to determine attention or device usage accurately.,uncertain
train/uncertain/main_uncertain_6cf4b852292d.jpg,eval,img_078115ed4b72,,face_or_body,True,none,unclear,Extremely blurry image; person and workspace visible but attention indiscernible.,uncertain
train/uncertain/main_uncertain_7225f8aacf00.jpg,eval,img_078115ed4b72,unfocused,face_or_body,True,none,elsewhere,Person in plaid shirt appears to be looking at another person in dimly lit office.,uncertain
train/uncertain/main_uncertain_76fcc4508719.jpg,eval,img_078115ed4b72,,face_or_body,True,none,unclear,"Severe pixelation prevents determining gaze, posture, or device usage.",uncertain
train/uncertain/main_uncertain_7708283fcf25.jpg,eval,img_078115ed4b72,,face_or_body,True,none,unclear,Extremely blurry image prevents accurate assessment of attention or phone use.,uncertain
train/uncertain/main_uncertain_77c736dd9f27.jpg,eval,img_078115ed4b72,,face_or_body,True,none,unclear,Extremely pixelated image; workspace visible but attention cannot be determined.,uncertain
train/uncertain/main_uncertain_7e5026c15e9a.jpg,eval,img_078115ed4b72,,face_or_body,True,none,unclear,Image too pixelated to determine attention or device use.,uncertain
train/uncertain/main_uncertain_81cd1c1bfd39.jpg,eval,img_078115ed4b72,,face_or_body,True,none,unclear,Image too blurry to see details or determine attention.,uncertain
train/uncertain/main_uncertain_83a894ce6304.jpg,eval,img_078115ed4b72,focused,face_or_body,True,none,work,Student sitting at desk facing computer monitor.,uncertain
train/uncertain/main_uncertain_89d66217378f.jpg,eval,img_078115ed4b72,,face_or_body,True,none,unclear,Image is too blurry to determine specific details or attention.,uncertain
train/uncertain/main_uncertain_8d12ed2fb250.jpg,eval,img_078115ed4b72,,face_or_body,True,none,unclear,Severe pixelation obscures details; desk and person visible but attention unverifiable.,uncertain
train/uncertain/main_uncertain_a9d6777de4b4.jpg,eval,img_078115ed4b72,focused,face_or_body,True,none,work,Very dark image; person seated at desk facing computer monitor.,uncertain
train/uncertain/main_uncertain_af6ccdbf10dd.jpg,eval,img_078115ed4b72,,face_or_body,True,none,unclear,"Severe blur prevents determining attention, phone use, or specific workspace details.",uncertain
train/uncertain/main_uncertain_bcdb4c75b184.jpg,eval,img_078115ed4b72,focused,face_or_body,True,none,work,Person sitting at desk looking at computer monitor.,uncertain
train/uncertain/main_uncertain_c29cf70757f3.jpg,eval,img_078115ed4b72,,face_or_body,True,none,unclear,Silhouette at desk in dark room; attention impossible to determine.,uncertain
train/uncertain/main_uncertain_cd92bb4016bc.jpg,eval,img_078115ed4b72,unfocused,face_or_body,True,none,elsewhere,Man at desk looking at woman sitting in chair.,uncertain
train/uncertain/main_uncertain_cee6d4d08526.jpg,eval,img_078115ed4b72,,face_or_body,True,none,unclear,"Image too pixelated to determine gaze, phone use, or specific activity.",uncertain
train/uncertain/main_uncertain_d06cc6776b6f.jpg,eval,img_078115ed4b72,,face_or_body,True,none,unclear,"Very dark image; person in plaid shirt at desk, face visibility poor.",uncertain
train/uncertain/main_uncertain_d492bd84ff17.jpg,eval,img_078115ed4b72,,face_or_body,True,none,unclear,Extremely blurry; person and desk visible but attention and phone use cannot be determined.,uncertain
train/uncertain/main_uncertain_db3b5f918da6.jpg,eval,img_078115ed4b72,focused,face_or_body,True,none,work,Person sitting at desk facing computer monitor.,uncertain
train/uncertain/main_uncertain_ddd412bf56d3.jpg,eval,img_078115ed4b72,,face_or_body,True,none,unclear,Blurred image prevents determining attention or phone use.,uncertain
train/uncertain/main_uncertain_de8f2df7faf8.jpg,eval,img_078115ed4b72,,face_or_body,True,none,unclear,"Person seated at desk facing monitor, but image too dark to confirm focus.",uncertain
train/uncertain/main_uncertain_f93c34172bf2.jpg,eval,img_078115ed4b72,,face_or_body,True,none,unclear,"Person at desk, face turned away, eyes not visible.",uncertain
train/at_desk/at_desk_p39204858.jpg,train,img_079740e8d7be,focused,face_or_body,True,none,work,Student is typing on a laptop at a desk.,at_desk
train/at_desk/at_desk_p31112222.jpg,train,img_07a14db7c483,focused,face_or_body,True,idle,work,"Student typing at computer, phone idle on desk.",at_desk
eval/away/main_away_d154c8ac30e5.jpg,eval,img_07a59bfa3500,,none,False,none,unclear,"Image shows architectural drawing, no person visible.",away
train/distracted/distracted_402.jpg,train,img_07bca5aa104b,phone,face_or_body,True,in_use,phone,Person looking at phone while typing on laptop.,distracted
train/at_desk/at_desk_p4968487.jpg,train,img_083eb5310ff0,focused,face_or_body,False,none,work,Person using laptop while sitting on a sofa.,at_desk
train/at_desk/at_desk_p771317.jpg,train,img_0848ba8ce20e,focused,face_or_body,True,none,work,"Student writing in notebook, wearing a smartwatch.",at_desk
eval/away/away_p30699851.jpg,eval,img_0854ecc53fb4,,none,False,none,unclear,No person visible; image shows architectural interior.,away
train/at_desk/main_at_desk_419efbda705c.jpg,train,img_0895703ee585,,face_or_body,False,none,elsewhere,"Large audience in lecture hall, not a desk setting.",at_desk
train/uncertain/main_uncertain_61cfbb97f34b.jpg,train,img_0895703ee585,,none,False,none,unclear,"Image is heavily pixelated, showing a crowd scene with no identifiable student, desk, or device.",uncertain
train/distracted/distracted_029.jpg,train,img_0926ffba5f47,,face_or_body,False,none,elsewhere,"Person in helmet holding radio handset, looking away from camera.",distracted
train/distracted/distracted_053.jpg,train,img_095ff2267e71,phone,face_or_body,True,in_use,phone,"Student holding phone with both hands, looking at screen.",distracted
train/away/away_p6234621.jpg,train,img_0969adbcf9f4,,none,True,none,unclear,"No person visible, workspace is empty.",away
train/away/away_p256519.jpg,train,img_098a0ff69e5c,,none,True,none,unclear,"Empty classroom with desks and chairs, no people visible.",away
eval/at_desk/at_desk_p8369211.jpg,eval,img_098cc54c2ad6,,hands_only,True,none,unclear,Only hand and arm visible; no phone or face shown.,at_desk
train/at_desk/at_desk_p5530475.jpg,train,img_0a35fa130b55,focused,face_or_body,True,none,work,Student sitting at desk looking at computer monitor.,at_desk
eval/at_desk/main_at_desk_1d6fa1f4a840.jpg,eval,img_0a6c5546853d,focused,face_or_body,True,none,work,Student is reading a document at a desk with study materials.,at_desk
eval/distracted/distracted_059.jpg,eval,img_0a7ce1318f0d,phone,face_or_body,True,in_use,phone,Person holding and using phone at desk.,distracted
